"ano","sq_candidato","nome_candidato","sigla_uf","sigla_partido","qtd_doacoes","qtd_doadores","total_receita","media_receita","recursos de outros candidatos","recursos de pessoas físicas","recursos próprios","qtd_despesas","qtd_fornecedores","total_despesa","media_despesa","descricao_cargo","ds_genero","ds_grau_instrucao","ds_estado_civil","ds_ocupacao","desc_sit_cand_tot","votos"
2018,100000601469,"DEOCLIDES ANTONIO SANTOS NETO MACEDO","MA","PDT",20,20,538366,26918.3,NA,37166,1200,84,51,430804.66,8447.15019607843,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","SUPLENTE",39328
2018,100000601470,"GILLIANO FRED NASCIMENTO CUTRIM","MA","PDT",27,25,238084.82,9523.3928,362,87350,3972.82,55,46,221675.46,4819.03173913044,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","ELEITO POR MÉDIA",72038
2018,100000601889,"MÁRCIO JERRY SARAIVA BARROSO","MA","PC do B",31,29,750403.41,25875.9796551724,5336.82,141000,4323,299,205,751177.27,3664.27936585366,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","JORNALISTA E REDATOR","ELEITO POR QP",134223
2018,100000601890,"RUBENS PEREIRA E SILVA JUNIOR","MA","PC do B",19,18,743629.2,41312.7333333333,2629.2,121000,20000,274,166,602265.17,3628.10343373494,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","ELEITO POR QP",111584
2018,100000601892,"MARIA DO LIVRAMENTO BRANDÃO FERREIRA","MA","PTB",2,2,32000,16000,NA,2000,NA,30,29,29986.35,1034.01206896552,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PROFESSOR DE ENSINO FUNDAMENTAL","SUPLENTE",1043
2018,100000601893,"PEDRO LUCAS ANDRADE FERNANDES RIBEIRO","MA","PTB",32,30,1257403.55,41913.4516666667,600,56203.4,3900,115,94,1032425.24,10983.2472340426,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR","ELEITO POR QP",111538
2018,100000601895,"JOSE SIMPLICIO ALVES DE ARAUJO","MA","SOLIDARIEDADE",73,70,1523181.45,21759.735,36180.6,325000.85,NA,368,256,1336787.5,5221.826171875,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ANALISTA DE SISTEMAS","SUPLENTE",74059
2018,100000601896,"LAIRTON PAULINO DA SILVA","MA","SOLIDARIEDADE",4,4,103000,25750,500,2000,NA,31,27,97886.8,3625.43703703704,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","CANTOR E COMPOSITOR","SUPLENTE",7258
2018,100000601897,"JAIME MARTINS DURANS NETO","MA","PSB",15,14,24664.5,1761.75,NA,4400,30064.5,123,110,37778.45,343.440454545455,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR","SUPLENTE",1870
2018,100000601898,"MARIA DO SOCORRO NASCIMENTO BARBOSA","MA","PSB",3,3,51934,17311.3333333333,NA,1934,NA,17,16,50929.2,3183.075,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","AGRICULTOR","SUPLENTE",3413
2018,100000601899,"SHIRLEY REGINA RIBEIRO DA SILVA PINTO","MA","PSB",4,4,53850,13462.5,NA,700,3150,28,27,52025.7,1926.87777777778,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","SUPLENTE",3774
2018,100000601900,"UBIRAJARA DO PINDARÉ ALMEIDA SOUSA","MA","PSB",34,34,573580,16870,2210,43000,27200,159,113,437275.8,3869.69734513274,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BANCÁRIO E ECONOMIÁRIO","ELEITO POR QP",99598
2018,100000601903,"CIRO PEDRO NOLASCO NETO","MA","PTC",7,7,17439.6,2491.37142857143,NA,6800,134.6,34,26,10512.07,404.310384615385,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","JORNALISTA E REDATOR","SUPLENTE",4493
2018,100000601904,"JOÃO BATISTA MATOS VIANA PEREIRA","MA","PTC",18,18,36841.51,2046.75055555556,NA,16200,10641.51,20,17,19415.11,1142.06529411765,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","JORNALISTA E REDATOR","SUPLENTE",7238
2018,100000601910,"JECONIAS DA SILVA MORAES","MA","PROS",19,16,50980,3186.25,1850,12680,33010,41,28,30830,1101.07142857143,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","SUPLENTE",10979
2018,100000601912,"CLEBER VERDE CORDEIRO MENDES","MA","PRB",27,26,1032900,39726.9230769231,400,100500,47000,90,63,963963.6,15301.0095238095,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","ELEITO POR QP",101806
2018,100000601914,"ANTONIO ELIZABETH GONÇALO DE SOUSA","MA","AVANTE",34,30,173678.04,5789.268,500,41331.04,144847,65,41,144677.05,3528.70853658537,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","MÉDICO","SUPLENTE",56162
2018,100000609094,"CARLOS VICTOR GUTERRES MENDES","MA","MDB",8,8,1545856,193232,37356,6000,NA,173,156,1442039.45,9243.84262820513,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","SUPLENTE",61136
2018,100000609096,"MARIA ELINE BARBOSA OLIVEIRA","MA","MDB",5,5,162000,32400,NA,2000,NA,28,28,159473.25,5695.47321428571,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)","SUPLENTE",2494
2018,100000609098,"HILDO AUGUSTO DA ROCHA NETO","MA","MDB",14,13,1514523.86,116501.835384615,8103.86,NA,4220,159,131,1327996.76,10137.3798473282,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","ELEITO POR QP",77661
2018,100000609099,"JOSE DE ARIMATEA GONCALVES VIEGAS","MA","MDB",3,3,55000,18333.3333333333,NA,NA,2500,19,19,50000,2631.57894736842,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO MUNICIPAL","SUPLENTE",658
2018,100000609102,"ROSA CARVALHO MESQUITA","MA","MDB",3,3,52513.2,17504.4,NA,NA,13.2,22,21,49953.2,2378.72380952381,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)","SUPLENTE",515
2018,100000609104,"DANIEL PEREIRA DA SILVA","MA","PV",16,15,235649.93,15709.9953333333,NA,92149.93,91583.31,234,221,199799.98,904.072307692308,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","MÉDICO","SUPLENTE",22400
2018,100000609106,"LUIZ GONZAGA LEITE SILVA","MA","PV",5,5,18420.36,3684.072,NA,1228.86,17191.5,21,14,13504,964.571428571429,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","SUPLENTE",1402
2018,100000609107,"MARLY GONÇALVES ABDALLA","MA","PV",4,4,194500,48625,NA,NA,4000,13,12,190486.8,15873.9,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","VIÚVO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)","SUPLENTE",3669
2018,100000609108,"NELSON LUIZ BRAGATTO","MA","PV",2,2,115000,57500,NA,NA,10000,52,50,105400,2108,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO","SUPLENTE",2493
2018,100000609109,"WOLMER DE AZEVEDO ARAÚJO","MA","PV",27,23,174575,7590.21739130435,31700,28600,148800,39,32,135400,4231.25,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","SUPLENTE",64619
2018,100000609111,"EFIGENIA LUCILIA SILVA TAVARES","MA","PMB",2,2,50500,25250,NA,500,NA,16,16,49725.65,3107.853125,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","OUTROS","SUPLENTE",769
2018,100000609116,"MARIANO GARCIA DA CONCEIÇÃO","MA","PSC",5,5,8500,1700,NA,2000,6500,5,5,6500,1300,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS","SUPLENTE",2499
2018,100000609117,"CLÁUDIO JOSÉ TRINCHÃO SANTOS","MA","PSD",9,9,828130.02,92014.4466666667,69800,78530.02,NA,204,168,765138,4554.39285714286,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL","SUPLENTE",16175
2018,100000609119,"RICARDO JORGE MURAD","MA","PRP",5,5,41000,8200,NA,6000,NA,16,13,34959.35,2689.18076923077,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO","NÃO ELEITO",0
2018,100000609424,"CELSO CORREA PINHO","MA","PSDB",2,2,2785.72,1392.86,535.72,NA,NA,1,1,1200,1200,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)","SUPLENTE",1100
2018,100000609426,"JULIO SIMÕES FILHO","MA","PSDB",5,5,53335.72,10667.144,535.72,NA,550,18,16,47714.2,2982.1375,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO","SUPLENTE",744
2018,100000609427,"AUDILENE MONTEIRO RODRIGUES","MA","PSDB",4,4,26000,6500,NA,1000,NA,21,14,23454.75,1675.33928571429,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)","SUPLENTE",2581
2018,100000609428,"ALEXSANDRA VIANA PEREIRA","MA","PSDB",17,17,24685.72,1452.10117647059,535.72,16900,NA,11,10,20843.2,2084.32,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","EMPRESÁRIO","SUPLENTE",3862
2018,100000609429,"ANNA CLAUDIA COSTA BARBOSA GONCALVES GOMES","MA","PSDB",4,4,7885.72,1971.43,635.72,NA,NA,1,1,500,500,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ASSISTENTE SOCIAL","SUPLENTE",459
2018,100000609431,"WALDIR MARANHÃO CARDOSO","MA","PSDB",3,2,500013.2,250006.6,NA,NA,13.2,60,53,944937.4,17829.0075471698,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","SUPLENTE",21254
2018,100000609432,"SEBASTIÃO TORRES MADEIRA","MA","PSDB",9,8,521000,65125,NA,18000,3000,809,762,912067.2,1196.93858267717,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","SUPLENTE",34821
2018,100000609433,"ALUISIO GUIMARÃES MENDES FILHO","MA","PODE",12,11,774910.72,70446.4290909091,2910.72,67000,2e+05,60,55,755633.02,13738.7821818182,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","ELEITO POR QP",105778
2018,100000609434,"DACIO ALVES VIANA","MA","REDE",5,5,24300,4860,NA,500,23800,23,18,18805.35,1044.74166666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ENFERMEIRO","SUPLENTE",4233
2018,100000609435,"JAIRO DA COSTA PEREIRA","MA","REDE",3,3,9343.2,3114.4,NA,6500,2843.2,11,10,8993.2,899.32,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","SUPLENTE",1469
2018,100000609436,"JOSE DE RIBAMAR DO NASCIMENTO LOPES","MA","DC",3,3,4700,1566.66666666667,NA,1000,NA,1,1,3650,3650,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS","NÃO ELEITO",0
2018,100000609439,"MARIA DE JESUS CASTRO REIS","MA","PODE",4,4,140500,35125,NA,500,NA,23,20,112568.21,5628.4105,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO","SUPLENTE",941
2018,100000609442,"MISSECLEY DA SILVA ARAUJO","MA","DC",6,6,5013.2,835.533333333333,NA,5000,13.2,2,2,3013.2,1506.6,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR","SUPLENTE",2270
2018,100000609444,"RONALDO DOS SANTOS SERRA","MA","PODE",2,2,20500,10250,500,NA,NA,9,8,19999.65,2499.95625,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS","SUPLENTE",2679
2018,100000613972,"DEMOSTHENIS EVANGELISTA BARBOSA","MA","PSL",9,8,74864.9,9358.1125,NA,7000,69864.9,70,61,57581.4,943.95737704918,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","ADMINISTRADOR","NÃO ELEITO",3484
2018,100000613974,"ESTELMO MORAIS CARVALHO","MA","PSL",7,5,4800,960,NA,NA,6850,16,12,4700,391.666666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","EMPRESÁRIO","NÃO ELEITO",3353
2018,100000613975,"IVO NOGUEIRA","MA","PSL",4,4,6270,1567.5,NA,5680,500,1,1,500,500,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","NÃO ELEITO",2003
2018,100000613976,"JERONIMO MIRANDA DE FERRY","MA","PSL",18,15,25090,1672.66666666667,NA,16500,17090,39,21,15365.83,731.70619047619,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","NÃO ELEITO",10612
2018,100000613977,"JOSÉ CARLOS GABRIEL","MA","PSL",4,4,22500,5625,NA,22500,NA,28,26,21662.2,833.161538461538,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO","NÃO ELEITO",7932
2018,100000613978,"LUIS VANNUCCI CANTANHEDE CARDOSO","MA","PSL",7,7,11427.43,1632.49,100,6500,2747.43,8,8,7580,947.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO FEDERAL","NÃO ELEITO",7261
2018,100000613981,"MARILIA LIMA MENDONÇA","MA","PSL",6,5,3581,716.2,NA,477,4104,4,4,3973.2,993.3,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO","NÃO ELEITO",2494
2018,100000613984,"PATRICIA SOUZA DA SILVA","MA","PSL",5,5,6240,1248,NA,6150,NA,5,4,4914,1228.5,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO FEDERAL","NÃO ELEITO",1028
2018,100000613987,"ZAQUEU SOARES BARROS","MA","PSL",10,6,5177,862.833333333333,NA,7177,2000,10,10,8693.96,869.396,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","COMERCIÁRIO","NÃO ELEITO",3601
2018,100000613988,"ALLAN QUADROS GARCÊS","MA","PSL",5,5,31884.24,6376.848,NA,NA,30000,13,13,31884,2452.61538461538,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","NÃO ELEITO",20288
2018,100000613989,"ANTONIO RAIMUNDO SILVA TORRES","MA","PSL",8,5,44522.4,8904.48,NA,18500,60022.4,47,38,58716.8,1545.17894736842,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","NÃO ELEITO",6925
2018,100000613992,"MARCIO AUGUSTO VASCONCELOS COUTINHO","MA","PRTB",9,9,60482.15,6720.23888888889,NA,30500,NA,31,26,58905.7,2265.60384615385,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","NÃO ELEITO",21311
2018,100000613993,"WELLINGTON LUIS MORAES DE ALBUQUERQUE","MA","PRTB",1,1,5000,5000,NA,NA,5000,4,3,4913.9,1637.96666666667,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO","NÃO ELEITO",3976
2018,100000615044,"EDUARDO SALIM BRAIDE","MA","PMN",10,8,398010,49751.25,3760,NA,45000,118,88,394160.44,4479.09590909091,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","ELEITO POR QP",189843
2018,100000615046,"JULYFRAN FREIRES DE SOUSA","MA","PMN",2,2,30720,15360,720,NA,NA,15,13,29976.35,2305.87307692308,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VEREADOR","SUPLENTE",6044
2018,100000615049,"GRACILIANO REIS DA SILVA","MA","PMN",3,2,30954,15477,NA,1908,NA,28,28,30000,1071.42857142857,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR","SUPLENTE",6751
2018,100000615050,"DISNEY NUNES TEIXEIRA","MA","PMN",3,3,39200,13066.6666666667,NA,4000,5200,29,22,33622.35,1528.28863636364,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ODONTÓLOGO","SUPLENTE",4947
2018,100000615051,"LUCENILDE LAGO ARAUJO GOMES","MA","PMN",3,3,8183.2,2727.73333333333,NA,NA,5183.2,17,13,7520,578.461538461538,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR","SUPLENTE",1327
2018,100000615053,"GILDENEMIR DE LIMA SOUSA","MA","PMN",5,4,57800,14450,7800,NA,NA,37,36,99953.32,2776.48111111111,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA","ELEITO POR MÉDIA",47757
2018,100000615056,"ANTONIO ESMERAHDSON DE PINHO DA SILVA","MA","PMN",3,3,31013.2,10337.7333333333,NA,1013.2,NA,12,11,30963.2,2814.83636363636,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR","SUPLENTE",3844
2018,100000615058,"CELIO SA DE SOUSA","MA","PHS",3,3,72700,24233.3333333333,NA,2700,NA,55,52,92870.59,1785.97288461538,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","GARIMPEIRO","SUPLENTE",1515
2018,100000615061,"JARDEL BOMJARDIM MARTINS","MA","PHS",7,7,93437.2,13348.1714285714,NA,8200,15237.2,111,108,80700.4,747.225925925926,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE","SUPLENTE",17256
2018,100000615062,"JOSE RAIMUNDO DE SÁ MARQUES","MA","PHS",14,14,99273.5,7090.96428571429,2260,27013.5,NA,34,30,63004.2,2100.14,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","VEREADOR","SUPLENTE",23050
2018,100000615063,"JOSIVALDO DOS SANTOS MELO","MA","PHS",8,7,178800,25542.8571428571,NA,8000,200800,142,129,260638.55,2020.45387596899,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE","SUPLENTE",23113
2018,100000615064,"BATISTA LUZARDO PINHEIRO BARROS SEGUNDO","MA","PHS",6,6,77350,12891.6666666667,NA,2000,50,17,15,65222.05,4348.13666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","VEREADOR","SUPLENTE",6996
2018,100000615065,"ANA ELVIRA SANTOS SA","MA","PHS",6,6,9400,1566.66666666667,NA,7400,NA,6,5,1999.65,399.93,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","DONA DE CASA","SUPLENTE",624
2018,100000616267,"ELISABETE MOTA TODA","MA","PT",5,4,12385,3096.25,NA,NA,1385,11,10,10385,1038.5,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS","NÃO ELEITO",0
2018,100000616269,"GENILSON ROBERTO ALVES SILVA","MA","PT",6,6,25500,4250,NA,8000,NA,19,11,14916.59,1356.05363636364,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","AGENTE ADMINISTRATIVO","SUPLENTE",8338
2018,100000616270,"IEDA MARIA SILVA","MA","PT",6,6,12815,2135.83333333333,NA,1940,NA,10,9,11926.8,1325.2,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS","SUPLENTE",1327
2018,100000616272,"JOAB JEREMIAS PEREIRA DE CASTRO","MA","PT",4,4,22000,5500,NA,4500,2500,28,21,14972.8,712.990476190476,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MILITAR REFORMADO","SUPLENTE",2726
2018,100000616273,"JUCIANE MARQUES FERNANDES","MA","PT",4,3,41265,13755,NA,515,NA,18,17,72015,4236.17647058824,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS","NÃO ELEITO",0
2018,100000616274,"MARIO PIMENTA FERREIRA","MA","PT",2,2,15013.2,7506.6,NA,NA,13.2,12,11,15000,1363.63636363636,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","AGRICULTOR","NÃO ELEITO",0
2018,100000616283,"FRANCINETE TORRES DO VALE ROCHA","MA","PT",9,8,59400,7425,NA,18600,NA,46,44,78600.44,1786.37363636364,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","SUPLENTE",8652
2018,100000616284,"IVAN SRUTROVSKI VIEIRA","MA","PT",4,4,16338.4,4084.6,NA,NA,338.4,35,23,15230.2,662.182608695652,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","OUTROS","SUPLENTE",562
2018,100000616286,"LUIZ PEDRO DE OLIVEIRA E SILVA","MA","PT",7,7,31560.7,4508.67142857143,NA,3600,12960.7,12,10,27937.35,2793.735,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","JORNALISTA E REDATOR","SUPLENTE",1969
2018,100000616288,"RAIMUNDO MONTEIRO DOS SANTOS","MA","PT",3,2,41250,20625,NA,500,NA,12,12,82000,6833.33333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL","SUPLENTE",9390
2018,100000616289,"RAIMUNDO PEREIRA DE SOUZA","MA","PT",3,3,3204.1,1068.03333333333,NA,454.1,2750,4,4,3204.1,801.025,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL","SUPLENTE",3850
2018,100000616291,"CARLA MARIA MOREIRA MACHADO","MA","PT",5,5,15313.2,3062.64,NA,4500,813.2,10,10,10759.4,1075.94,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADMINISTRADOR","SUPLENTE",271
2018,100000616292,"NEY JEFFERSON PEREIRA TEIXEIRA","MA","PT",5,5,18288.55,3657.71,NA,NA,2413.55,19,18,17400.35,966.686111111111,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","EMPRESÁRIO","SUPLENTE",3466
2018,100000616293,"JOSE CARLOS NUNES JUNIOR","MA","PT",10,9,477516.67,53057.4077777778,NA,14000,20000,233,225,868175.35,3858.55711111111,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","ELEITO POR MÉDIA",76893
2018,100000616305,"CATIA MARIA DO SOCORRO PAZ","MA","PT",2,2,11400,5700,NA,1400,NA,11,11,10000,909.090909090909,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS","SUPLENTE",274
2018,100000616311,"ORLANDO SOUSA PINTO FILHO","MA","PT",3,2,39713.2,19856.6,NA,4475.2,NA,23,22,74938,3406.27272727273,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","MÉDICO","SUPLENTE",9963
2018,100000616317,"JOSE FRANCISCO LIMA NERES","MA","PT",3,3,26000,8666.66666666667,NA,NA,10000,13,12,24986.8,2082.23333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","SUPLENTE",14456
2018,100000618763,"ANTONIO JOSÉ DA CONCEIÇÃO SOUSA","MA","PSOL",4,4,4572.16,1143.04,NA,1000,NA,4,4,3270.66,817.665,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","AGENTE DE SAÚDE E SANITARISTA","NÃO ELEITO",241
2018,100000618764,"JAKELANE DA SILVA MAGALHÃES","MA","PSOL",4,4,4250.66,1062.665,NA,NA,680,5,5,3270.66,654.132,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS","NÃO ELEITO",222
2018,100000618778,"REUCIANE BARBOSA DA SILVA","MA","PSOL",4,4,6572.16,1643.04,NA,NA,3000,5,5,3270.66,654.132,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS","NÃO ELEITO",172
2018,100000618786,"MILTON TEIXEIRA SANTOS FILHO","MA","PSOL",7,7,6729.16,961.308571428571,NA,NA,3157,8,8,3511.53,438.94125,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO FUNDAMENTAL","NÃO ELEITO",3332
2018,100000618787,"SARA DA SILVA RODRIGUES","MA","PSOL",4,4,5072.16,1268.04,NA,1500,NA,9,9,3159.4,351.044444444444,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","PROFESSOR DE ENSINO FUNDAMENTAL","NÃO ELEITO",846
